,Url,Namn,Alt. namn,Byggår och arkitekt,Alternativt namn,Annexskolor,Adress,Arkiv på Stadsarkivet,Rektorsområde,Arkiv hos övriga,Historik
478,Visa/katarina-realskola/f2296f4a-fc5f-4b80-8a69-5fff600221da,Katarina realskola,Katarina lägre allmänna läroverk / Katarina lägre elementarläroverk / Katarina kyrkskola / Katarina högre apologistskola,,,,Älvsborgsgatan 2,,,,"Statligt läroverk med enbart realskola, Enhetsskola/Grundskola 
åk 7-9 1961-1964

Lokaler:
1858-1932 Katarina västra kyrkogata 10 (även nr 4 anges), (byggd 1858, arkitekt John F. Åbom -se vidare Katarina västra skola)
1932-1964 Älvsborgsgatan 2

Namn:
1660-1824 Katarina kyrkskola
1824-1857 Katarina högre apologistskola
1857-1879 Katarina lägre elementarläroverk 
1879-1905 Katarina lägre allmänna läroverk
1905-1964 Katarina realskola
Enhetsskola 1961. Realskolan upphörde 1964 och lokalerna övertogs av Eriksdalsskolans högstadium (Katarina real) - huvudskola i Eriksdals ro 1971-1976. Upphörd som grundskola 1976 och då övertagen av Statens scenskola, numera Teaterhögskolan. 
From ht 2008 övertagen av Internationella engelska gymnasiet.

1962-1964 Grundskola åk7-9 - se även Katarina norra resp. södra skola
1964-1976 Grundskola åk7-9 (Eriksdalsskolans högstadium) - se Eriksdalsskolan

Se även Södermalms pedagogia !

Litteratur: 
Björling, C. 1913: Katarina skola

Byggnaden på Katarina västra kyrkogata såld och ombyggd till bostäder 2006-2007."
479,Visa/skolgrunden/d2f0538c-becf-4fd4-b5c3-60273b9fe8d9,Skolgrunden,Skolgrunden AB,,,,2015-      Hammarby fabriksväg 61,,,,"Fristående grundskola åk 6-9.

Huvudman, Aprendere skolor.

Resursskola för elever med olika neuropsykiatriska funktionsnedsättningar. 
Tas i kataloger 2011 och 2012 upp som fristående skola med särskilt stöd. I katalog 2014 anges ""Endast för elever i behov av särskilt stöd"".

Ht 2015 på ny adress tillsammans med Aspdammskolan.
Tidigare adresser, Fyrskeppsvägen 53 och senare Kärrtorpsvägen 55."
480,Visa/backahagens-skola/63da3bc8-1f2b-4b99-9025-60be9a80c185,Bäckahagens skola,(Bäckahagens grundsärskola),,,,Skebokvarnsvägen 55,,,,"Folkskola, Grundskola åk 1-9, Grundsärskola

Huvudskola i Högdalens öd 1957-1958, Bäckahagens ro 1961-1991. Egen enhet 1992. Tillhörde Vantörs Sdn 1997-vt 2007.

Provisorier:
Två paviljonger 1960, fyra paviljonger 1966.

Med grundsärskola (åtm. från 2009) - Bäckahagens grundsärskola."
481,Visa/pops-academy/10085715-08e6-49e5-9048-6123bc95bba9,Pops Academy,,,,,Valhallavägen 117 D,,,,"Fristående grundskola åk 4-9 med musik- och dansinriktning. 

Skolan startade läsåret 2015/2016."
482,Visa/katarina-forsamlings-skolrad/2ec7a034-92a4-4483-ba1b-618f169a73cd,Katarina församlings skolråd,,,,,,,,,
483,Visa/hagaskolan---waldorfskolan-i-nationalstadsparken/19a73600-c855-4f5c-8a1c-619876f65e37,Hagaskolan - Waldorfskolan i Nationalstadsparken,Djurgårdens Waldorfskola,,,,"2006-2008? Roslagsgatan 61, hus D
2009-2015  Gyllenstiernsgatan 10
2015-2018  Tegeluddsvägen 29
2018-      Frösundaviks allé 15",,,,"Fristående grundskola åk F-9

Öppnad 2006 enligt hemsida. Huvudman är Djurgårdens Waldorfskoleförening.
I mars 2019 bytte skolan namn från Djurgårdens Waldorfskola till Hagaskolan-Waldorfskolan i Nationalstadsparken i samband med flytt."
484,Visa/karin-ahlins-skola/4022c1d3-7905-4809-a8e7-61f6dae00fe0,Karin Ahlins skola,,,,,Fredsgatan 19 1879,,,,"Privatskola 

Känd på en adress 1879."
485,Visa/jensen-grundskola-sodermalm/fe0b22ad-0b0e-4647-bf89-61f8d3a7dd2f,Jensen grundskola Södermalm,,,,,Katarina bangata 79,,,,"Fristående grundskola åk 6-9

Upptas fg i katalog 2014; på samma adress även Jensen gymnasum Södra.
Skolan saknas i informationsmaterial 2018. Nedlagd?"
486,Visa/stockholms-stads-trivialskola/18a13fd1-be0c-43aa-a70c-621c0b6eddf0,Stockholms stads trivialskola,Stockholms trivialskola / Stockholms storskola / Stockholms katedralskola / S:t Nikolai skola / Stockholms stadsskola / Stockholms stads storskola / Klosterskolor,,,,se Historik mm !,,,,"Stockholms äldsta kända skola
verksam fr. 1200-talet - 1821

Trivial av latinets trivium = en plats där tre väggar möts; syftande på de tre ursprungliga grundläggande ämnema grammatik, retorik och logik.
Enligt vissa uppgifter fanns i slutet av 1200-talet en skola i Gamla stan som länge var Stockholms enda skola, den sk byskolan.
1315 omnämns en skolmästare (Arvidus Scholasticus Stockholmensis) i ett dokument och denne bör ha förestått en stadsskola. 1419 framgår av en påvebulla att staden får rätt att återuppföra en nedbrunnen skola vid Nikolaikyrkan (Storkyrkan). 
Andra uppgifter anger att det fanns klosterskolor under medeltiden i såväl fransciskanernas kloster på Gråmunkeholmen (Riddarholmen) som i dominikanernas kloster på Svartmangatan. Ursprunligen nog främst avsedd att ge blivande präster undervisning i latin och läsning. Efter reformationen på 
1520-talet återfanns endast en trivialskola i staden.
Efter att ha varit placerad i en byggnad i närheten av Storkyrkan flyttade skolan 1551 till det gamla franciskanerklostret på Riddarholmen. År 1666 flyttades verksamheten till den sk Själagården, huset nr 13 vid Själagårdsgatan i Staden mellan broarna. Här blev skolan kvar tills den 1814 åter flyttades till Riddarholmen till den byggnad som numera kallas Östra gymnasiehuset. Skolan var tidvis stadens enda lärdomsskola. (På 1620-talet fanns under några år en skola av gymnasial typ i riddarhusets hägn - Collegium illustre.
1640 (alt. uppgift 1643) grundades ett gymnasium på Riddarholmen (i de gamla klosterhusen) som snart förföll och 1668 flyttades det till Gävle. 1669 bildades en läroanstalt i Klara församling, den sk Collegium Claraemontanum, som verkade i ca 25 år.)
Senare benämndes skolan Stockholms storskola, Stockholms katedralskola.

Under 1600-1800-talet främst avsedd för fattiga barn. 
Skolan fungerade nu dels som barnskola (kyrkskola) för barn i Storkyrkoförsamlingen, dels som trivialskola för hela staden (ett slags gymnasium om man så vill). Skolan var under lång tid den enda lärdomsskolan i staden med möjligheter till universitetsstudier efter avlagd examen. Vid skolan fanns även en skrivarklass för elever inom handel och hantverk.
Upphörde 1821 då Stockholms gymnasium bildades - se vidare d:o.

Andra namn: Stockholms trivialskola, Stockholms storskola, Stockholms katedralskola, S:t Nikolai skola.

Vid skolan fördes en skolkrönika - Annales scholae 1630-1731 följd av ""Stockholms stads Trivial-scholes journal"" 1731-1821.

Litteratur: 
Sandin, Bengt 1986: Hemmet, gatan, fabriken, skolan. Folkundervisning i svenska städer 1600-1850.
Solders, Severin & Wiberg, Albert: Stockholms Storskolas journal. 1951.
Utställningskatalog från Stadsmuséets utställning ""Högre allmänt läroverk"" 1977 (?). Olika uppsatser."
487,Visa/tullgardsskolan/1065e277-c6fb-4ab4-a9c3-6229747b94bf,Tullgårdsskolan,,,,,Tullgårdsgatan 2,,,,"Grundskola åk 1-6

Öppnad 1995 som egen enhet. Tillhörde Katarina-Sofia Sdn 1997-vt 2007."
488,Visa/axeline-bergentz-skola/4ed167b9-0cc1-4dcd-8728-62367f6b1eb8,Axeline bergentz skola,,,,,Ålandsgatan 2  1879,,,,"Privatskola

Känd 1879."
489,Visa/sodermalms-elementarskola/03c67880-0bc7-45ad-b279-624a0c40c464,Södermalms elementarskola,Södermalms förberedande elementarskola / Mosebackeskolan 1,,,,"1925 anges Mosebacke torg 14
1938 och 1952 anges Mosebacke torg 4",,,,"Privat förberedande skola och realskola

Även kallad Mosebackeskolan (1)."
490,Visa/rinkebyskolan/3feae336-3de6-4f49-a947-627b5245d1c6,Rinkebyskolan,(Rinkebyskolans grundsärskola),,,,Rinkebystråket 13,,,,"Grundskola åk 7-9, Grundsärskola

Skolan öppnade 1970. 
Huvudskola i Rinkeby ro 1973-1990. Egen enhet 1991. 
Tillhörde Rinkeby Sdn from 1990-vt 2007.

Med grundsärskola (åtm. från ht 2009) - Rinkebyskolans grundsärskola. 
(Enligt inledningen till arkivförteckningen tillkom särskolan 2002 - då med namnet Knutbyskolans särskola).

Särskilda profiler som funnits på skolan:
Estetisk, Europa, Idrott, Science."
491,Visa/kinesiska/d7d2bdab-72e0-4441-80cb-6303f385ba2f,Kinesiska,,,,,,,,,Från ht 1971 försöksverksamhet med kinesiska som C-språk vid Skanstulls gymnasium
492,Visa/inspectores-scholarum-i-stockholm/892117d5-0dc7-4865-b7b5-632f004c3a9a,Inspectores Scholarum i Stockholm,,,,,,,,,
493,Visa/bandhagens-skola/b2e9eeef-4fd2-460e-bb4f-6350b9cad569,Bandhagens skola,(Bandhagens skolas grundsärskola),,,,Trollesundsvägen 66,,,,"Folkskola, Grundskola åk F-6, Grundsärskola åk 1-6

Huvudskola i Bandhagens öd/ro 1955-1973. Egen enhet 1992.
Tillhörde Vantörs Sdn 1997-vt 2007.

OBS! Högstadium 1959-1971 på Bandhagens gymnasium - se d:o.

Provisorier: Björksundsslingan 9 och 14, Läggestavägen 13 och 15 och Harpsundsvägen 85-91 på 1950-talet. Björksundsslingan och Läggestavägen även i början av 1960-talet.
Trollesundsvägen (paviljong) 1953-1973. 
Två paviljonger 1961, flyttade till Söderholmsskolan 1973.

I lokalerna även Kommunala musikinstitutet (KMI) samt Bandhagens skoldaghem.

Med grundsärskola (åtm. från 2009) - Bandhagens skolas grundsärskola.

Tidigare adress: Trollesundsgatan 15."
494,Visa/spanga-odro--1949-1963/059b4649-59e2-407f-a140-635500c69338,Spånga öd/ro  1949-1963,,,,,,,,,"För tiden fram till 1949 - se Spånga skoldistrikt. 
Spånga öd/ro bildades 1949 med namnändring 1963 till Sundby ro - se vidare d:o.

Huvudskola:
Solhemsskolan 1949-1957, Sundbyskolan 1957-1963."
495,Visa/kvarnangsskolan/b5b7674d-650f-4184-b495-63a0e52da8f6,Kvarnängsskolan,,,,,Jenny Linds gata,,,,"Grundskola åk 1-6

Provisorisk pavlijongskola, tre pavlijonger. Nedlagd 1987. 
Riven ca 1990."
496,Visa/ludvika-obergs-skola/fc702789-ee84-4b52-a5e4-63e3c244eb6c,Ludvika Öbergs skola,Fru Ludvika Öbergs skola,,,,"1863-1873 Mäster Samuelsgatan 41 (1868 anges Mäster Samuelsgatan 32)
1879-1883 Smålandsgatan 28",,,,"Privatskola

??"
497,Visa/raoul-wallenbergskolan/9b0f8225-d068-4eb8-a8d5-63f3af5df7d7,Raoul Wallenbergskolan,,,,,"Hus 12 Beckomberga Park
senare
Beckombergavägen 316",,,,"Fristående grundskola åk 6-9

Öppnad ht 2006 enl hemsida."
498,Visa/hushalls--och-somnadsskolan/4659ea01-22c5-470c-b059-63f5889caeef,Hushålls- och sömnadsskolan,Centralskolan för husligt arbete och sömnad / Hushållsskolan / Stockholms stads hushållsskola / Stockholms stads hembiträdesskola / Stockholms stads hushålls- och sömnadsskola,,,,S:t Göransgatan 95,,,,"Yrkesskola

Embyot till hushållsutbildning 1920 genom att utbildning för yrkesverksamma hembiträden inrättas.
1925 lärlingsskola för husligt arbete (Skolan för husligt arbete på Kungsholmsgatan 16, 1920-talet)
Hattmodistskolan och Klänningssömmerskeskolan på Bolinders plan 9 (1920-talet)
Se även Sömnadsskolan som startade 1912.
1938 tillkommer hembiträdesskola i lokaler på Schelegatan 8 i korsningen Scheelegatan- Bergsgatan (med elevhem).
1959 flyttas undervisningen till en nyuppförd byggnad, nuvarande S:t Görans gymnasiums lokaler  (byggd åren 1954-1960; invigd 1960). 
En planerad etapp 2 byggdes aldrig.
(Byggnaden från 1960 även benämnd Centralskolan för husligt arbete och sömnad).
Från 1959 två yrkesskolor i en och samma byggnad; 1968 bildas Hushålls-och sömnadsskolan genom att hushållsskolan resp. sömnadsskolan sammanslås.
1971 namnändring till S:t Görans gymansium - se vidare denna.

Jämför även Stockholms stads yrkesskolor.

Olika lokaler på skilda adresser har använts genom åren - se vidare arkivförteckningens inledning där också en historik i årtalsform återfinns.
Här finns också detaljer om gymnasiebygganden och dess inredning mm.

Litteratur:
Norrbelie, Harald: Mera gata upp och gata ner. Sthlm 2004. s. 124-129, bla bilder.
Inledning till arkivförteckning för skolan."
499,Visa/stockholms-hotell--och-restaurangskola/3524a7ab-6e9f-4a18-9a85-64195d8ad381,Stockholms hotell- och restaurangskola,(Stockholms hotell- och restaurangskola gymnasiesärskola),,,,Arenavägen 60,,,,"Gymnasium. Vuxengymnasium, Gymnasiesärskola

Före 1991 - se Kristinebergs gymnasium.
1991 namnändring till Stockholms hotell- och restaurangskola och samtidig utflyttning till Globenområdet.

Med vuxengymnasium from 199x.
Med gymnasiesärskola 200x- (Stockholms hotell- och restaurangskola gymnasiesärskola)."
500,Visa/sveta-gards-skolhems-skola/4c162691-3ab6-4382-840f-6430111ba2e7,Sveta gårds skolhems skola,Barnhemmet Sveta gårds skola,,,,Söderbärke,,,,"Specialskola: Folkskola, Grundskola

Ursprungligen Allmänna barnhusets barnhem Kroken; övertaget av Barnavårdsnämnden 1946. Skolverksamhet from 1960 och from 1968 under S:t Örjan. Skolhem 1969. 1971 övertog Stockholms läns landsting behandlingsansvaret. Nedlagd 1984.

1960-1969 Barnhemmet Sveta gårds skola
1969-1984 Sveta gårds skolhems skola

Se vidare arkivförteckningen till Barnhems- och sjukhusskolorna resp. S:t Örjans skolor!"
501,Visa/st-eriks-gymnasium-2-1990-/a14a6100-7962-4e38-b79e-648bdd5be8fd,S:t Eriks gymnasium 2 1990-,S:t Eriks vuxengymnasium / (S:t Eriks gymnasiesärskola),,,,Polhemsgatan 35,,,,"Gymnasium. Vuxengymnasium, Gymnasiesärskola

Bildad 1988 genom sammanslagning av Polhemsgymnasiet och S:t Eriks gymnasium (1) som Polhemsgymnasiet/S:t Eriks gymnasium  i fd Polhemsgymnasiets byggnad. 1990 namnändring till S:t Eriks gymnasium (2). Ytterligare nya skolbyggnader 1991.
Annexet vid Kista blir eget gymnasium 1999 under namnet Kista gymnasium - se d:o.
Med vuxengymnasium 1997- . 
Med gymnasiesärskola 19xx-  , (både på huvudskolan och i Kista) - S:t Eriks gymnasiesärskola.
Med kvalificerad yrkesutbildning (KY) - se även d:o.

Optikerutbildning från Nya Elementars gymnasium ht 1991, förstatligad 1994 under Karolinska institutet, numera under universitetet?
S:t Eriks gymnasium hade en avdelning (ett ""annex"") för bygg- och anläggning i Skärholmen på Storholmsgatan 29 (1971-) 1988-1995."
502,Visa/akademiska-skolan-i-kista-husby/f214b8c0-d3f3-4536-9162-64b3d58e8737,Akademiska skolan i Kista-Husby,Akademiska skolan i Kista,,,,"2016- Köpenhamnsgatan 4
2018- Lofotengatan 32-34",,,,"Fristående grundskola, vid öppnandet 2016 med åk 7-9 (enl hemsida).
År 2019 ej längre högstadium utan åk F-6.

Upptas fg i lista över grundskolor 2016.

Skolan stängdes 2021-07-01."
503,Visa/gymnasium/c9a44cae-12f8-4507-9b8b-64f5fc4a4aca,Gymnasium,Gymnasieskola,,,,,,,,"Skolformer

Stockholms första egentliga gymnasium inrättades 1821 - se Stockholms gymnasium.
(Se även under Stockholms stads trivialskola om gymnasieliknande föregångare på 1600-talet).
From 1878 allmänna läroverk - se Läroverk.

Gymnasiereformen 1966 07 01:
De statliga läroverken och kommunala allmänna gymnasierna samt de tekniska och kommunala handelsgymnasierna ombildades till kommunala gymnasier.
Linjer: humanistisk, samhällsvetenskaplig, ekonomisk, naturvetenskaplig och teknisk; samtliga 3-åriga utom teknisk som även var 4-årig. 

Ht 1971 blev gymnasier, fackskolor och yrkesskolor sammanförda till gymnasieskolor. (Yrkesskolan och Fackskolans 2-åriga yrkesförberedande linjer blev 2-åriga gymnasielinjer).

1991 års riksdagsbeslut om omfattande förändringar för gymnasieskolan innebar att linjerna successivt upphörde och att 3-åriga nationella program istället infördes. Förändringen skedde 1992-1995."
504,Visa/smabarnskolesallskapet-i-stockholm/f76020aa-42da-462a-bb05-650426515db5,Småbarnskolesällskapet i Stockholm,,,,,,,,,??
505,Visa/solberga-odro--1952-1991/e0b1a2ae-daa3-4a16-be2e-652f42513a3d,Solberga öd/ro  1952-1991,,,,,,,,,
506,Visa/tydns-skola-for-gossar/26f43007-4807-4373-a32a-65352409b902,Tydéns skola för gossar,Komminister J. H. Tydéns skola för gossar,,,,Skomakarämbetets hus nr 6,,,,Anges finnas 1848 på given adress i Staden mellan broarna.
507,Visa/schola-cantorum/27e45ae7-33bb-4a6d-af19-65599fa63c18,Schola Cantorum,,,,,,,,,
508,Visa/kungsholms-forsamlings-folkskola/11f8a1bb-8461-469b-9566-657f13357cb4,Kungsholms församlings folkskola,Lilla Kungsholmen / Kungsholmens småskola,,,,"1873-1946 Hantverkargatan 21 (fd 17)), 
även adress Garvargatan 4 (1847?-)1866-1873, 1946-1958 ?",,,,"Folkskola (senare enbart småskola)

Kungsholms församlings första egentliga folkskola, byggd 1873. Kallades även Lilla Kungsholmen.
Kungsholmens folkskola - se även Kungsholmens skola.

Även småskoleklasser i fd Kungsholms lägre elementarläroverks lokaler (Garvargatan 4) samt i lokaler på Hantverkargatan 37.

Riven 1958, ersatt av Eiraskolan - se vidare denna.

Provisorier:
Hyrda lokaler i Karlsviksområdet. ??"
509,Visa/rinkeby-ro--1973-1990/84f5f766-405b-42b0-9c06-65879ff8c026,Rinkeby ro  1973-1990,,,,,,,,,"1970-1973 - se Östermalmsskolan ro.

Huvudskola: Rinkebyskolan 1973/74-1990."
510,Visa/johannes-odro--1955-1959/f023830c-32d2-4eff-8289-6599a48cfc76,Johannes öd/ro  1955-1959,,,,,,,,,"Huvudskola:
Johannes skola 1955-1959"
511,Visa/bjorksatraskolan/3a33a12d-33c6-490e-9642-65d63bed5927,Björksätraskolan,,,,,"Tankebyggarbacken 31, Björksätravägen 22-54",,,,"Grundskola åk 1-6

Huvudskola i Sätra ro 1965-1966. Hette från början Sätra norra skola, två paviljonger 1964. Ombyggd till fritidshem 1977, nedlagd 1985."
512,Visa/lugnets-skola/844a112d-b190-4410-b438-65fdef5fc2b5,Lugnets skola,,,,,"Hammarby fabriksväg 65
2014-    Lugnets allé 66",,,,"Grundskola åk F-6

Upptas fg i katalog 2012 men öppnad ht 2011 enl. hemsidan.
Först i provisoriska lokaler; vt 2014 inflyttning i nyuppförd byggnad på Lugnets allé 66. 2011-2016 både skola och förskola, från 2016 enbart skola. 
Upptas ej i katalog 2015, men förefaller ha varit fortsatt verksam."
513,Visa/hogalidsskolan-/ec41ce4d-197f-41ea-8b99-661d4233751c,Högalidsskolan,Högalidsskolan Kungl. Svenska balettskolan / Högalids folkskola,,,,Folkskolegatan 13,,,,"Folkskola, Kommunal mellanskola, Grundskola åk1-9

Huvudskola i Högalids ro. Egen enhet 1991. Tillhör Hornstulls Sdn 1997-1998, Maria-Gamla stans Sdn 1999-vt 2007.

Första adress Reimersholmsgatan 12-16.
Friluftsklass 1921. Även högstadium i Högalids samrealskola 1962-1964. Dansklasser (överförda från Operans balettelevskola 1982, 1981?) i samarbete med Kungl. Svenska balettskolan / Riddarfjärdens gymnasium.
I katalog 2009 benämns skolan Högalidsskolan Kungl. svenska balettskolan.
Ht 2010 flyttades dansklasserna till Kungliga Svenska Balettskolan och skolan återgick till att heta Högalidsskolan."
514,Visa/sjoviksskolan/88782f81-ba8b-4b21-a779-662de8ddb05d,Sjöviksskolan,,,,,Ingenjörsvägen 25,,,,"Grundskola åk 1-

Öppnad 2014 med förskoleklass, from 2015 med åk 1- ."
515,Visa/vastboda-ro-1--1959-1960/ba5489eb-4868-4bc0-85aa-662fe6a67e1f,Västboda ro 1  1959-1960,,,,,,,,,"Huvudskola:
Västbodaskolan"
516,Visa/somnadsskolan/5c1d0e57-5482-4f36-9df1-6646af50bc87,Sömnadsskolan,Stockholms stads sömnadsskola,,,,S:t Göransgatan 95,,,,"Bildad 1912 - se vidare inledning till Hushålls- och sömnadsskolan.
1959 flyttad till Kungsholmen (nuvarande S:t Görans gymnasium)
1968 bildas Hushålls- och sömnadsskolan genom att Stockholms stads hushållsskola resp. Stockholms stads sömnadsskola sammanslås
1971 namnändring till S:t Görans gymansium - se vidare d:o."
